Ticket_ID,Ticket_Type,Created_Date,Channel,Automation_Used,Resolution_Time_Hours,Resolved_First_Contact,Customer_Satisfaction,Resolved_Date
TKT-04002,Account Issue,2024-02-11 16:15:00,Self-Service,No,5.31,Yes,5.0,2024-02-11 21:33:36
TKT-04003,General Inquiry,2024-02-11 16:30:00,Chatbot,Yes,5.05,Yes,2.0,2024-02-11 21:33:00
TKT-04004,Billing Issue,2024-02-11 16:45:00,,Yes,6.06,Yes,4.0,2024-02-11 22:48:36
TKT-04005,General Inquiry,2024-02-11 17:00:00,Self-Service,No,1.83,Yes,4.0,2024-02-11 18:49:48
TKT-04006,Billing Issue,2024-02-11 17:15:00,Self-Service,Yes,5.28,Yes,1.0,2024-02-11 22:31:48
TKT-04007,Technical Issue,2024-02-11 17:30:00,Email,No,4.23,Yes,4.0,2024-02-11 21:43:48
TKT-04008,Technical Issue,2024-02-11 17:45:00,Chatbot,No,4.97,No,2.0,2024-02-11 22:43:12
TKT-04009,Technical Issue,2024-02-11 18:00:00,Self-Service,No,1.44,Yes,4.0,2024-02-11 19:26:24
TKT-04010,Billing Issue,2024-02-11 18:15:00,Chatbot,Yes,5.89,Yes,5.0,2024-02-12 00:08:24
TKT-04011,Technical Issue,2024-02-11 18:30:00,,Yes,3.64,Yes,5.0,2024-02-11 22:08:24
TKT-04012,Technical Issue,2024-02-11 18:45:00,Self-Service,Yes,4.16,No,3.0,2024-02-11 22:54:36
TKT-04013,Technical Issue,2024-02-11 19:00:00,Self-Service,No,3.31,Yes,3.0,2024-02-11 22:18:36
TKT-04014,Account Issue,2024-02-11 19:15:00,Self-Service,Yes,0.56,No,3.0,2024-02-11 19:48:36
TKT-04015,Technical Issue,2024-02-11 19:30:00,Phone,Yes,3.5,Yes,5.0,2024-02-11 23:00:00
TKT-04016,General Inquiry,2024-02-11 19:45:00,Chatbot,No,4.84,Yes,4.0,2024-02-12 00:35:24
TKT-04017,Technical Issue,2024-02-11 20:00:00,,No,6.38,Yes,3.0,2024-02-12 02:22:48
TKT-04018,Billing Issue,2024-02-11 20:15:00,Self-Service,Yes,4.87,Yes,4.0,2024-02-12 01:07:12
TKT-04019,Technical Issue,2024-02-11 20:30:00,Email,Yes,6.66,No,4.0,2024-02-12 03:09:36
TKT-04020,Technical Issue,2024-02-11 20:45:00,Self-Service,No,4.99,Yes,4.0,2024-02-12 01:44:24
TKT-04021,Billing Issue,2024-02-11 21:00:00,Chatbot,Yes,4.0,Yes,4.0,2024-02-12 01:00:00
TKT-04022,Account Issue,2024-02-11 21:15:00,Self-Service,Yes,2.15,Yes,1.0,2024-02-11 23:24:00
TKT-04023,General Inquiry,2024-02-11 21:30:00,Phone,Yes,1.93,Yes,5.0,2024-02-11 23:25:48
TKT-04024,Technical Issue,2024-02-11 21:45:00,Chatbot,Yes,4.36,Yes,,2024-02-12 02:06:36
TKT-04025,General Inquiry,2024-02-11 22:00:00,Self-Service,No,0.5,Yes,5.0,2024-02-11 22:30:00
TKT-04026,Billing Issue,2024-02-11 22:15:00,Chatbot,Yes,6.15,Yes,4.0,2024-02-12 04:24:00
TKT-04027,Billing Issue,2024-02-11 22:30:00,Self-Service,No,0.74,Yes,2.0,2024-02-11 23:14:24
TKT-04028,Technical Issue,2024-02-11 22:45:00,,Yes,1.62,Yes,4.0,2024-02-12 00:22:12
TKT-04029,Billing Issue,2024-02-11 23:00:00,Self-Service,Yes,7.59,Yes,4.0,2024-02-12 06:35:24
TKT-04030,Account Issue,2024-02-11 23:15:00,Self-Service,Yes,2.68,Yes,2.0,2024-02-12 01:55:48
TKT-04031,Billing Issue,2024-02-11 23:30:00,Self-Service,Yes,3.55,Yes,1.0,2024-02-12 03:03:00
TKT-04032,Technical Issue,2024-02-11 23:45:00,Chatbot,No,3.26,Yes,3.0,2024-02-12 03:00:36
TKT-04033,Technical Issue,2024-02-12 00:00:00,Self-Service,No,3.46,Yes,4.0,2024-02-12 03:27:36
TKT-04034,Technical Issue,2024-02-12 00:15:00,Email,Yes,4.28,No,3.0,2024-02-12 04:31:48
TKT-04035,Billing Issue,2024-02-12 00:30:00,Email,Yes,2.54,Yes,5.0,2024-02-12 03:02:24
TKT-04036,General Inquiry,2024-02-12 00:45:00,Chatbot,Yes,6.01,Yes,4.0,2024-02-12 06:45:36
TKT-04037,Billing Issue,2024-02-12 01:00:00,Chatbot,Yes,3.67,Yes,,2024-02-12 04:40:12
TKT-04038,Billing Issue,2024-02-12 01:15:00,Self-Service,Yes,5.01,Yes,3.0,2024-02-12 06:15:36
TKT-04039,Billing Issue,2024-02-12 01:30:00,Email,Yes,4.62,Yes,4.0,2024-02-12 06:07:12
TKT-04040,Technical Issue,2024-02-12 01:45:00,Chatbot,Yes,5.79,No,2.0,2024-02-12 07:32:24
TKT-04041,Technical Issue,2024-02-12 02:00:00,Email,No,2.9,Yes,3.0,2024-02-12 04:54:00
TKT-04042,Technical Issue,2024-02-12 02:15:00,Self-Service,Yes,9.11,Yes,4.0,2024-02-12 11:21:36
TKT-04043,Account Issue,2024-02-12 02:30:00,Self-Service,No,4.12,Yes,4.0,2024-02-12 06:37:12
TKT-04044,Technical Issue,2024-02-12 02:45:00,Self-Service,Yes,5.14,Yes,3.0,2024-02-12 07:53:24
TKT-04045,Billing Issue,2024-02-12 03:00:00,Self-Service,Yes,3.77,Yes,4.0,2024-02-12 06:46:12
TKT-04046,Account Issue,2024-02-12 03:15:00,Email,No,4.02,Yes,4.0,2024-02-12 07:16:12
TKT-04047,Billing Issue,2024-02-12 03:30:00,Chatbot,Yes,5.71,Yes,3.0,2024-02-12 09:12:36
TKT-04048,Account Issue,2024-02-12 03:45:00,Chatbot,Yes,7.87,Yes,4.0,2024-02-12 11:37:12
TKT-04049,Billing Issue,2024-02-12 04:00:00,Chatbot,Yes,4.45,Yes,3.0,2024-02-12 08:27:00
TKT-04050,Billing Issue,2024-02-12 04:15:00,Chatbot,Yes,7.93,Yes,1.0,2024-02-12 12:10:48
TKT-04051,Technical Issue,2024-02-12 04:30:00,Self-Service,Yes,3.22,Yes,4.0,2024-02-12 07:43:12
TKT-04052,Account Issue,2024-02-12 04:45:00,Chatbot,Yes,3.92,Yes,1.0,2024-02-12 08:40:12
TKT-04053,Billing Issue,2024-02-12 05:00:00,Self-Service,Yes,1.09,Yes,4.0,2024-02-12 06:05:24
TKT-04054,Billing Issue,2024-02-12 05:15:00,Chatbot,Yes,6.14,Yes,5.0,2024-02-12 11:23:24
TKT-04055,General Inquiry,2024-02-12 05:30:00,,Yes,5.17,No,4.0,2024-02-12 10:40:12
TKT-04056,Technical Issue,2024-02-12 05:45:00,Email,Yes,6.85,Yes,5.0,2024-02-12 12:36:00
TKT-04057,Technical Issue,2024-02-12 06:00:00,Phone,Yes,3.55,Yes,3.0,2024-02-12 09:33:00
TKT-04058,Account Issue,2024-02-12 06:15:00,Email,Yes,0.5,Yes,3.0,2024-02-12 06:45:00
TKT-04059,Billing Issue,2024-02-12 06:30:00,Self-Service,Yes,1.84,Yes,3.0,2024-02-12 08:20:24
TKT-04060,Technical Issue,2024-02-12 06:45:00,Chatbot,Yes,-4.87,Yes,3.0,2024-02-12 11:37:12
TKT-04061,Account Issue,2024-02-12 07:00:00,Self-Service,Yes,3.04,No,5.0,2024-02-12 10:02:24
TKT-04062,General Inquiry,2024-02-12 07:15:00,Self-Service,Yes,2.24,Yes,2.0,2024-02-12 09:29:24
TKT-04063,Account Issue,2024-02-12 07:30:00,Chatbot,Yes,6.97,No,3.0,2024-02-12 14:28:12
TKT-04064,Account Issue,2024-02-12 07:45:00,Chatbot,No,7.91,Yes,5.0,2024-02-12 15:39:36
TKT-04065,Technical Issue,2024-02-12 08:00:00,Self-Service,No,0.72,Yes,4.0,2024-02-12 08:43:12
TKT-04066,Technical Issue,2024-02-12 08:15:00,Phone,Yes,3.46,Yes,5.0,2024-02-12 11:42:36
TKT-04067,Technical Issue,2024-02-12 08:30:00,Phone,Yes,4.36,No,1.0,2024-02-12 12:51:36
TKT-04068,Technical Issue,2024-02-12 08:45:00,Self-Service,Yes,5.09,Yes,5.0,2024-02-12 13:50:24
TKT-04069,Account Issue,2024-02-12 09:00:00,Chatbot,Yes,3.97,Yes,1.0,2024-02-12 12:58:12
TKT-04070,Account Issue,2024-02-12 09:15:00,Chatbot,No,2.7,No,3.0,2024-02-12 11:57:00
TKT-04071,Technical Issue,2024-02-12 09:30:00,Self-Service,Yes,1.78,No,,2024-02-12 11:16:48
TKT-04072,General Inquiry,2024-02-12 09:45:00,Self-Service,Yes,4.97,No,5.0,2024-02-12 14:43:12
TKT-04073,Technical Issue,2024-02-12 10:00:00,Email,Yes,6.1,No,5.0,2024-02-12 16:06:00
TKT-04074,Account Issue,2024-02-12 10:15:00,Email,Yes,3.6,Yes,4.0,2024-02-12 13:51:00
TKT-04075,Technical Issue,2024-02-12 10:30:00,Self-Service,No,2.9,Yes,,2024-02-12 13:24:00
TKT-04076,Account Issue,2024-02-12 10:45:00,Email,No,7.09,Yes,2.0,2024-02-12 17:50:24
TKT-04077,Account Issue,2024-02-12 11:00:00,Self-Service,Yes,1.92,No,3.0,2024-02-12 12:55:12
TKT-04078,Technical Issue,2024-02-12 11:15:00,Chatbot,Yes,3.27,Yes,4.0,2024-02-12 14:31:12
TKT-04079,Account Issue,2024-02-12 11:30:00,Self-Service,No,3.59,Yes,4.0,2024-02-12 15:05:24
TKT-04080,Billing Issue,2024-02-12 11:45:00,Chatbot,Yes,2.92,Yes,2.0,2024-02-12 14:40:12
TKT-04081,Account Issue,2024-02-12 12:00:00,Phone,Yes,4.02,Yes,3.0,2024-02-12 16:01:12
TKT-04082,Billing Issue,2024-02-12 12:15:00,Chatbot,No,3.54,No,3.0,2024-02-12 15:47:24
TKT-04083,Technical Issue,2024-02-12 12:30:00,Phone,Yes,4.12,Yes,1.0,2024-02-12 16:37:12
TKT-04084,Account Issue,2024-02-12 12:45:00,Chatbot,No,4.8,Yes,3.0,2024-02-12 17:33:00
TKT-04085,Account Issue,2024-02-12 13:00:00,Self-Service,Yes,0.5,Yes,2.0,2024-02-12 13:30:00
TKT-04086,Technical Issue,2024-02-12 13:15:00,Self-Service,No,3.97,Yes,3.0,2024-02-12 17:13:12
TKT-04087,Technical Issue,2024-02-12 13:30:00,Chatbot,Yes,5.67,Yes,5.0,2024-02-12 19:10:12
TKT-04088,Technical Issue,2024-02-12 13:45:00,,No,4.06,Yes,5.0,2024-02-12 17:48:36
TKT-04089,Billing Issue,2024-02-12 14:00:00,Phone,Yes,2.83,Yes,3.0,2024-02-12 16:49:48
TKT-04090,Account Issue,2024-02-12 14:15:00,Phone,Yes,1.93,Yes,5.0,2024-02-12 16:10:48
TKT-04091,Technical Issue,2024-02-12 14:30:00,Email,Yes,5.82,No,2.0,2024-02-12 20:19:12
TKT-04092,Technical Issue,2024-02-12 14:45:00,Chatbot,Yes,4.94,Yes,4.0,2024-02-12 19:41:24
TKT-04093,Account Issue,2024-02-12 15:00:00,Chatbot,Yes,2.62,No,3.0,2024-02-12 17:37:12
TKT-04094,Billing Issue,2024-02-12 15:15:00,Self-Service,Yes,1.8,Yes,4.0,2024-02-12 17:03:00
TKT-04095,Technical Issue,2024-02-12 15:30:00,Chatbot,Yes,2.33,Yes,4.0,2024-02-12 17:49:48
TKT-04096,Technical Issue,2024-02-12 15:45:00,Chatbot,No,7.24,No,2.0,2024-02-12 22:59:24
TKT-04097,Technical Issue,2024-02-12 16:00:00,Self-Service,Yes,5.55,Yes,3.0,2024-02-12 21:33:00
TKT-04098,Technical Issue,2024-02-12 16:15:00,Chatbot,No,6.91,No,1.0,2024-02-12 23:09:36
TKT-04099,Technical Issue,2024-02-12 16:30:00,Self-Service,No,0.5,Yes,3.0,2024-02-12 17:00:00
TKT-04100,Billing Issue,2024-02-12 16:45:00,Phone,No,1.11,Yes,4.0,2024-02-12 17:51:36
TKT-04101,General Inquiry,2024-02-12 17:00:00,Phone,Yes,5.8,Yes,3.0,2024-02-12 22:48:00
TKT-04102,Technical Issue,2024-02-12 17:15:00,Email,Yes,0.5,No,4.0,2024-02-12 17:45:00
TKT-04103,Account Issue,2024-02-12 17:30:00,Phone,No,5.16,No,3.0,2024-02-12 22:39:36
TKT-04104,Billing Issue,2024-02-12 17:45:00,Self-Service,Yes,6.02,No,5.0,2024-02-12 23:46:12
TKT-04105,Technical Issue,2024-02-12 18:00:00,Self-Service,No,3.0,Yes,4.0,2024-02-12 21:00:00
TKT-04106,General Inquiry,2024-02-12 18:15:00,Chatbot,Yes,3.18,No,4.0,2024-02-12 21:25:48
TKT-04107,Account Issue,2024-02-12 18:30:00,Chatbot,Yes,5.81,Yes,4.0,2024-02-13 00:18:36
TKT-04108,General Inquiry,2024-02-12 18:45:00,Chatbot,No,3.11,Yes,4.0,2024-02-12 21:51:36
TKT-04109,Account Issue,2024-02-12 19:00:00,Self-Service,Yes,2.68,No,,2024-02-12 21:40:48
TKT-04110,Technical Issue,2024-02-12 19:15:00,Email,Yes,4.27,Yes,1.0,2024-02-12 23:31:12
TKT-04111,Technical Issue,2024-02-12 19:30:00,Phone,Yes,4.85,Yes,4.0,2024-02-13 00:21:00
TKT-04112,Account Issue,2024-02-12 19:45:00,Self-Service,Yes,7.35,Yes,3.0,2024-02-13 03:06:00
TKT-04113,Technical Issue,2024-02-12 20:00:00,Self-Service,No,6.56,Yes,4.0,2024-02-13 02:33:36
TKT-04114,Technical Issue,2024-02-12 20:15:00,Phone,Yes,0.5,Yes,5.0,2024-02-12 20:45:00
TKT-04115,Technical Issue,2024-02-12 20:30:00,Self-Service,Yes,3.03,Yes,4.0,2024-02-12 23:31:48
TKT-04116,Account Issue,2024-02-12 20:45:00,Chatbot,No,1.53,Yes,4.0,2024-02-12 22:16:48
TKT-04117,Technical Issue,2024-02-12 21:00:00,Self-Service,Yes,4.93,Yes,4.0,2024-02-13 01:55:48
TKT-04118,Billing Issue,2024-02-12 21:15:00,Self-Service,No,4.24,Yes,3.0,2024-02-13 01:29:24
TKT-04119,Account Issue,2024-02-12 21:30:00,Self-Service,Yes,3.85,Yes,5.0,2024-02-13 01:21:00
TKT-04120,Account Issue,2024-02-12 21:45:00,Email,Yes,2.27,No,4.0,2024-02-13 00:01:12
TKT-04121,General Inquiry,2024-02-12 22:00:00,Email,Yes,5.2,Yes,1.0,2024-02-13 03:12:00
TKT-04122,Technical Issue,2024-02-12 22:15:00,Self-Service,No,4.96,Yes,5.0,2024-02-13 03:12:36
TKT-04123,Account Issue,2024-02-12 22:30:00,Chatbot,Yes,3.42,Yes,4.0,2024-02-13 01:55:12
TKT-04124,Billing Issue,2024-02-12 22:45:00,Self-Service,Yes,0.5,Yes,2.0,2024-02-12 23:15:00
TKT-04125,Technical Issue,2024-02-12 23:00:00,Self-Service,No,4.34,Yes,3.0,2024-02-13 03:20:24
TKT-04126,Technical Issue,2024-02-12 23:15:00,Self-Service,Yes,4.74,Yes,4.0,2024-02-13 03:59:24
TKT-04127,Billing Issue,2024-02-12 23:30:00,Chatbot,Yes,2.89,Yes,4.0,2024-02-13 02:23:24
TKT-04128,General Inquiry,2024-02-12 23:45:00,Phone,No,7.05,Yes,3.0,2024-02-13 06:48:00
TKT-04129,Account Issue,2024-02-13 00:00:00,Self-Service,Yes,1.25,Yes,4.0,2024-02-13 01:15:00
TKT-04130,Account Issue,2024-02-13 00:15:00,Self-Service,Yes,-1.26,No,4.0,2024-02-13 01:30:36
TKT-04131,Technical Issue,2024-02-13 00:30:00,,Yes,3.54,Yes,5.0,2024-02-13 04:02:24
TKT-04132,General Inquiry,2024-02-13 00:45:00,Chatbot,Yes,3.84,Yes,4.0,2024-02-13 04:35:24
TKT-04133,Account Issue,2024-02-13 01:00:00,Self-Service,Yes,2.69,Yes,4.0,2024-02-13 03:41:24
TKT-04134,Technical Issue,2024-02-13 01:15:00,Chatbot,Yes,8.37,No,4.0,2024-02-13 09:37:12
TKT-04135,Technical Issue,2024-02-13 01:30:00,Phone,Yes,3.86,Yes,4.0,2024-02-13 05:21:36
TKT-04136,Technical Issue,2024-02-13 01:45:00,Self-Service,Yes,1.77,Yes,3.0,2024-02-13 03:31:12
TKT-04137,Technical Issue,2024-02-13 02:00:00,Chatbot,Yes,3.68,Yes,3.0,2024-02-13 05:40:48
TKT-04138,Technical Issue,2024-02-13 02:15:00,Self-Service,No,3.74,No,5.0,2024-02-13 05:59:24
TKT-04139,Account Issue,2024-02-13 02:30:00,Self-Service,Yes,4.1,Yes,4.0,2024-02-13 06:36:00
TKT-04140,Technical Issue,2024-02-13 02:45:00,Email,Yes,1.95,Yes,4.0,2024-02-13 04:42:00
TKT-04141,Account Issue,2024-02-13 03:00:00,Email,Yes,6.26,Yes,,2024-02-13 09:15:36
TKT-04142,General Inquiry,2024-02-13 03:15:00,Phone,Yes,0.5,Yes,2.0,2024-02-13 03:45:00
TKT-04143,Technical Issue,2024-02-13 03:30:00,Chatbot,No,3.04,Yes,3.0,2024-02-13 06:32:24
TKT-04144,Account Issue,2024-02-13 03:45:00,Email,Yes,8.11,Yes,5.0,2024-02-13 11:51:36
TKT-04145,Technical Issue,2024-02-13 04:00:00,Self-Service,Yes,4.99,Yes,3.0,2024-02-13 08:59:24
TKT-04146,Technical Issue,2024-02-13 04:15:00,Self-Service,Yes,5.69,Yes,4.0,2024-02-13 09:56:24
TKT-04147,Account Issue,2024-02-13 04:30:00,Chatbot,Yes,1.95,Yes,4.0,2024-02-13 06:27:00
TKT-04148,Billing Issue,2024-02-13 04:45:00,Self-Service,Yes,4.32,Yes,4.0,2024-02-13 09:04:12
TKT-04149,Technical Issue,2024-02-13 05:00:00,Email,Yes,2.73,Yes,5.0,2024-02-13 07:43:48
TKT-04150,Technical Issue,2024-02-13 05:15:00,Self-Service,No,2.39,No,5.0,2024-02-13 07:38:24
TKT-04151,Account Issue,2024-02-13 05:30:00,Self-Service,Yes,4.11,Yes,5.0,2024-02-13 09:36:36
TKT-04152,Technical Issue,2024-02-13 05:45:00,,Yes,4.03,Yes,3.0,2024-02-13 09:46:48
TKT-04153,Technical Issue,2024-02-13 06:00:00,Self-Service,Yes,5.21,Yes,5.0,2024-02-13 11:12:36
TKT-04154,Billing Issue,2024-02-13 06:15:00,Self-Service,Yes,0.86,Yes,4.0,2024-02-13 07:06:36
TKT-04155,Billing Issue,2024-02-13 06:30:00,Self-Service,Yes,4.28,Yes,4.0,2024-02-13 10:46:48
TKT-04156,Technical Issue,2024-02-13 06:45:00,Self-Service,No,3.69,No,5.0,2024-02-13 10:26:24
TKT-04157,General Inquiry,2024-02-13 07:00:00,Self-Service,No,0.66,Yes,4.0,2024-02-13 07:39:36
TKT-04158,Technical Issue,2024-02-13 07:15:00,Self-Service,Yes,5.38,Yes,2.0,2024-02-13 12:37:48
TKT-04159,Billing Issue,2024-02-13 07:30:00,Self-Service,No,3.71,Yes,3.0,2024-02-13 11:12:36
TKT-04160,Billing Issue,2024-02-13 07:45:00,Chatbot,No,0.5,Yes,,2024-02-13 08:15:00
TKT-04161,Technical Issue,2024-02-13 08:00:00,Chatbot,Yes,5.91,Yes,4.0,2024-02-13 13:54:36
TKT-04162,Account Issue,2024-02-13 08:15:00,Self-Service,Yes,4.23,No,5.0,2024-02-13 12:28:48
TKT-04163,Account Issue,2024-02-13 08:30:00,Self-Service,No,3.7,No,4.0,2024-02-13 12:12:00
TKT-04164,Technical Issue,2024-02-13 08:45:00,Self-Service,Yes,4.68,No,1.0,2024-02-13 13:25:48
TKT-04165,General Inquiry,2024-02-13 09:00:00,Self-Service,Yes,6.17,No,4.0,2024-02-13 15:10:12
TKT-04166,Technical Issue,2024-02-13 09:15:00,Self-Service,No,3.98,No,5.0,2024-02-13 13:13:48
TKT-04167,Technical Issue,2024-02-13 09:30:00,Self-Service,Yes,4.09,No,2.0,2024-02-13 13:35:24
TKT-04168,General Inquiry,2024-02-13 09:45:00,Self-Service,Yes,2.27,No,3.0,2024-02-13 12:01:12
TKT-04169,General Inquiry,2024-02-13 10:00:00,Self-Service,Yes,1.27,Yes,3.0,2024-02-13 11:16:12
TKT-04170,Technical Issue,2024-02-13 10:15:00,Self-Service,No,1.17,No,5.0,2024-02-13 11:25:12
TKT-04171,Technical Issue,2024-02-13 10:30:00,Self-Service,Yes,3.21,Yes,2.0,2024-02-13 13:42:36
TKT-04172,Billing Issue,2024-02-13 10:45:00,Self-Service,No,3.61,Yes,2.0,2024-02-13 14:21:36
TKT-04173,Account Issue,2024-02-13 11:00:00,Chatbot,Yes,3.2,Yes,3.0,2024-02-13 14:12:00
TKT-04174,Billing Issue,2024-02-13 11:15:00,Email,Yes,4.51,No,3.0,2024-02-13 15:45:36
TKT-04175,General Inquiry,2024-02-13 11:30:00,Phone,Yes,0.5,No,3.0,2024-02-13 12:00:00
TKT-04176,Billing Issue,2024-02-13 11:45:00,Email,No,0.5,No,4.0,2024-02-13 12:15:00
TKT-04177,Technical Issue,2024-02-13 12:00:00,Self-Service,No,4.55,Yes,3.0,2024-02-13 16:33:00
TKT-04178,Account Issue,2024-02-13 12:15:00,Self-Service,Yes,5.8,Yes,2.0,2024-02-13 18:03:00
TKT-04179,Technical Issue,2024-02-13 12:30:00,Chatbot,Yes,-3.37,Yes,3.0,2024-02-13 15:52:12
TKT-04180,Billing Issue,2024-02-13 12:45:00,Chatbot,No,4.02,Yes,,2024-02-13 16:46:12
TKT-04181,Technical Issue,2024-02-13 13:00:00,Self-Service,Yes,1.35,Yes,4.0,2024-02-13 14:21:00
TKT-04182,Account Issue,2024-02-13 13:15:00,Chatbot,No,4.69,Yes,5.0,2024-02-13 17:56:24
TKT-04183,Technical Issue,2024-02-13 13:30:00,Self-Service,Yes,0.98,Yes,4.0,2024-02-13 14:28:48
TKT-04184,Account Issue,2024-02-13 13:45:00,Self-Service,Yes,8.33,Yes,4.0,2024-02-13 22:04:48
TKT-04185,Technical Issue,2024-02-13 14:00:00,Self-Service,Yes,5.76,No,5.0,2024-02-13 19:45:36
TKT-04186,Technical Issue,2024-02-13 14:15:00,Self-Service,Yes,5.81,Yes,3.0,2024-02-13 20:03:36
TKT-04187,Technical Issue,2024-02-13 14:30:00,Self-Service,Yes,4.39,Yes,3.0,2024-02-13 18:53:24
TKT-04188,Billing Issue,2024-02-13 14:45:00,Self-Service,Yes,5.8,Yes,2.0,2024-02-13 20:33:00
TKT-04189,Technical Issue,2024-02-13 15:00:00,Self-Service,Yes,0.5,No,4.0,2024-02-13 15:30:00
TKT-04190,Billing Issue,2024-02-13 15:15:00,Chatbot,No,3.6,Yes,5.0,2024-02-13 18:51:00
TKT-04191,Account Issue,2024-02-13 15:30:00,Email,Yes,0.5,Yes,4.0,2024-02-13 16:00:00
TKT-04192,Account Issue,2024-02-13 15:45:00,Self-Service,Yes,4.04,Yes,3.0,2024-02-13 19:47:24
TKT-04193,Technical Issue,2024-02-13 16:00:00,Self-Service,Yes,3.74,Yes,3.0,2024-02-13 19:44:24
TKT-04194,Account Issue,2024-02-13 16:15:00,Self-Service,Yes,4.8,Yes,2.0,2024-02-13 21:03:00
TKT-04195,Technical Issue,2024-02-13 16:30:00,,No,1.39,No,3.0,2024-02-13 17:53:24
TKT-04196,General Inquiry,2024-02-13 16:45:00,Self-Service,Yes,7.15,Yes,5.0,2024-02-13 23:54:00
TKT-04197,Account Issue,2024-02-13 17:00:00,Phone,Yes,0.5,Yes,3.0,2024-02-13 17:30:00
TKT-04198,General Inquiry,2024-02-13 17:15:00,Email,No,0.5,Yes,3.0,2024-02-13 17:45:00
TKT-04199,Account Issue,2024-02-13 17:30:00,Chatbot,Yes,3.22,Yes,2.0,2024-02-13 20:43:12
TKT-04200,Technical Issue,2024-02-13 17:45:00,Phone,Yes,5.05,No,1.0,2024-02-13 22:48:00
TKT-04201,Billing Issue,2024-02-13 18:00:00,Self-Service,Yes,5.42,Yes,4.0,2024-02-13 23:25:12
TKT-04202,Account Issue,2024-02-13 18:15:00,Phone,Yes,5.44,No,2.0,2024-02-13 23:41:24
TKT-04203,Technical Issue,2024-02-13 18:30:00,Self-Service,Yes,5.77,Yes,3.0,2024-02-14 00:16:12
TKT-04204,General Inquiry,2024-02-13 18:45:00,Self-Service,Yes,3.99,Yes,4.0,2024-02-13 22:44:24
TKT-04205,Account Issue,2024-02-13 19:00:00,Email,Yes,6.34,Yes,5.0,2024-02-14 01:20:24
TKT-04206,Account Issue,2024-02-13 19:15:00,Phone,No,3.65,Yes,2.0,2024-02-13 22:54:00
TKT-04207,Technical Issue,2024-02-13 19:30:00,Chatbot,Yes,2.79,No,4.0,2024-02-13 22:17:24
TKT-04208,Billing Issue,2024-02-13 19:45:00,Phone,No,2.04,No,3.0,2024-02-13 21:47:24
TKT-04209,Technical Issue,2024-02-13 20:00:00,Chatbot,Yes,3.24,Yes,4.0,2024-02-13 23:14:24
TKT-04210,Technical Issue,2024-02-13 20:15:00,Chatbot,No,3.52,Yes,5.0,2024-02-13 23:46:12
TKT-04211,Account Issue,2024-02-13 20:30:00,Chatbot,No,8.97,Yes,4.0,2024-02-14 05:28:12
TKT-04212,Account Issue,2024-02-13 20:45:00,Email,No,7.84,Yes,4.0,2024-02-14 04:35:24
TKT-04213,Account Issue,2024-02-13 21:00:00,Self-Service,No,5.71,Yes,4.0,2024-02-14 02:42:36
TKT-04214,Technical Issue,2024-02-13 21:15:00,Chatbot,Yes,6.93,Yes,5.0,2024-02-14 04:10:48
TKT-04215,Billing Issue,2024-02-13 21:30:00,Self-Service,Yes,1.97,No,3.0,2024-02-13 23:28:12
TKT-04216,Account Issue,2024-02-13 21:45:00,Phone,Yes,5.65,Yes,,2024-02-14 03:24:00
TKT-04217,Technical Issue,2024-02-13 22:00:00,Phone,Yes,3.92,Yes,4.0,2024-02-14 01:55:12
TKT-04218,Billing Issue,2024-02-13 22:15:00,Chatbot,Yes,1.23,Yes,4.0,2024-02-13 23:28:48
TKT-04219,Technical Issue,2024-02-13 22:30:00,Chatbot,Yes,4.65,No,2.0,2024-02-14 03:09:00
TKT-04220,Technical Issue,2024-02-13 22:45:00,Self-Service,Yes,1.41,No,5.0,2024-02-14 00:09:36
TKT-04221,Billing Issue,2024-02-13 23:00:00,,Yes,3.71,Yes,4.0,2024-02-14 02:42:36
TKT-04222,Technical Issue,2024-02-13 23:15:00,Self-Service,Yes,5.14,Yes,4.0,2024-02-14 04:23:24
TKT-04223,Account Issue,2024-02-13 23:30:00,Chatbot,Yes,3.22,No,3.0,2024-02-14 02:43:12
TKT-04224,Billing Issue,2024-02-13 23:45:00,Self-Service,Yes,8.92,Yes,3.0,2024-02-14 08:40:12
TKT-04225,Account Issue,2024-02-14 00:00:00,Self-Service,Yes,3.3,No,2.0,2024-02-14 03:18:00
TKT-04226,Technical Issue,2024-02-14 00:15:00,Chatbot,No,1.31,Yes,3.0,2024-02-14 01:33:36
TKT-04227,Billing Issue,2024-02-14 00:30:00,Self-Service,Yes,3.51,Yes,4.0,2024-02-14 04:00:36
TKT-04228,Account Issue,2024-02-14 00:45:00,Self-Service,Yes,2.7,Yes,3.0,2024-02-14 03:27:00
TKT-04229,General Inquiry,2024-02-14 01:00:00,Chatbot,No,6.29,No,1.0,2024-02-14 07:17:23
TKT-04230,Technical Issue,2024-02-14 01:15:00,Chatbot,No,3.84,No,2.0,2024-02-14 05:05:24
TKT-04231,Technical Issue,2024-02-14 01:30:00,Chatbot,Yes,4.39,Yes,4.0,2024-02-14 05:53:24
TKT-04232,Technical Issue,2024-02-14 01:45:00,Chatbot,No,1.43,Yes,3.0,2024-02-14 03:10:48
TKT-04233,General Inquiry,2024-02-14 02:00:00,Chatbot,Yes,0.68,Yes,5.0,2024-02-14 02:40:48
